1.,0.,0.7071,0.,0.,0.,0.,0.
1.,1.,-.3536,1.0607,-0.3536,0.,0.,0.
1.,2.,0.0707,-.4743,0.3536,0.,0.,0.
1.,3.,-.101,-.378,.5303,0.,0.,0.
1.,4.,-.1768,-.3062,.6010,0.,0.,0.
2.,0.,-.5976,0.,0.,-1.069,0.,0.
2.,1.,.4183,.9354,-.2988,0.,0.,.7127
2.,2.,-.4183,.6124,.1281,0.,0.,-.3054
2.,3.,.1195,-.6547,.3415,0.,0.,0.0764
2.,4.,-.1707,-.5051,.4482,-.0085,.0627,-.0297
2.,5.,-.2988,-.4009,.4618,.004,.0815,-.1093
3.,0.,-.866,0.,0.,.2132,0.,0.
3.,1.,-.4949,.4629,-.6495,-.4467,-1.0446,.0355
3.,2.,.3464,.9487,-.1237,0.,0.,.6701
3.,3.,-.4330,.433,.2268,0.,0.,-.4467
3.,4.,.1443,-.3093,.3093,0.,0.,.1489
3.,5.,-.2062,-.5455,.3608,-.0203,.1343,-.0549
3.,6.,-.3608,-.427,.3346,.0097,.172,-.1946
4.,1.,-.7835,.2714,-.8234,.1453.,-.7549,.3017
4.,2.,-.4477,.5292,-.4701,-.3044,-.9004,-.0484
4.,3.,.3134,.9402,-.0448,0.,0.,.6088
4.,4.,-.4387,.3354,.2646,0.,0.,-.4981
4.,5.,.1595,-.7568,.2849,0.,0.,.1937
4.,6.,-.2279,-.5641,.2991,-.0298,.1844,-.0687
4.,7.,-.3989,-.4369,.2466,.0142,.2337,-.2363
5.,2.,-.736,.3291,-.6825,.1159,-.7774,.0802
5.,3.,-.4206,.5563,-.368,-.2428,-.803,-.0773
5.,4.,.2944,.9309,0.,0.,0.,.5666
5.,5.,-.4416,.2739,.2831,0.,0.,-.523
5.,6.,.1698,-.7783,.2669,0.,0.,.2241
5.,7.,-.2426,-.5742,.2548,-.0374,.221,-.0773
5.,8.,-.4246,-.4413,.1837,.0178,.2779,-.2592
6.,3.,-.7051,.3575,-.5915,.0997-.7581,-.0296
6.,4.,-.4029,.5698,-.3022,-.2088,-.7383,-.0902
6.,5.,.282,.9231,.0288,0.,0.,.537
6.,6.,-.4432,.2315,.2935,0.,0.,-.537
6.,7.,.1773,-.7928,.2533,0.,0.,.2461
6.,8.,-.2533,-.5803,.2216,-.0434,.2488,-.0829
6.,9.,-.4432,-.4432,.137,.0207,.3109,-.2727
7.,4.,-.6834,.3743,-.5281,.0894,-.7349,-.0929
7.,5.,-.3905,.5776,-.2563,-.1874,-.6929,-.0969
7.,6.,.2734,.9169,.0488,0.,0.,.5154
7.,7.,-.4442,.2004,.3001,0.,0.,-.5457
7.,8.,.1829,-.8033,.2426,0.,0.,.2627
7.,9.,-.2613,-.5843,.1960,-.0484,.2706,-.0869
7.,10.,-.4573,-.444,.101,.0231,.3364,-.281
8.,5.,-.6673,.3853,-.4813,.0824,-.7138,-.1332
8.,6.,-.3813,.5825,-.2224,-.1727,-.6595,-.1007
8.,7.,.2669,.9117,.0636,0.,0.,.4989
8.,8.,-.4449,.1768,.3044,0.,0.,-.5514
8.,9.,.1873,-.8111,.2341,0.,0.,.2757
8.,10.,-.2676,-.587,.1756,-.0525,.288,-.0898
9.,6.,-.6549,.393,-.4453,.0773,-.6959,-.1606
9.,7.,-.3742,.5858,-.1965,-.162,-.635,-.1031
9.,8.,.262,.9075,.0748,0.,0.,.486
9.,9.,-.4453,.1581,.3074,0.,0.,-.5555
9.,10.,.1909,-.8172,.2272,0.,0.,.2861
10.,7.,-.6451,.3986,-.4169,.0734,-.6808,-.1803
10.,8.,-.3686,.5881,-.1759,-.1539,-.6138,-.1046
10.,9.,.258,.9039,.0838,0.,0.,.4757
10.,10.,-.4457,.143,.3096,0.,0.,-.5584
1.5,.5,.5,.866,-.5,0.,0.,0.
1.5,1.5,-.4,.7746,0.,0.,0.,0.
1.5,2.5,.1,-.5916,.3571,0.,0.,0.
1.5,3.5,-.1429,-.4629,.5,0.,0.,0.
1.5,4.5,-.25,-.3708,.5409,0.,0.,0.
2.5,0.5,-.5345,.3780,-.8018,-.6172,-1.0911,.1543
2.5,1.5,.3742,.9487,-.1909,0.,0.,.7054
2.5,2.5,-.4276,.5071,.1909,0.,0.,-.3968
2.5,3.5,.1336,-.6944,.3245,0.,0.,.1176
2.5,4.5,-.1909,-.5297,.4009,-.0147,.1019,-.0444
2.5,5.5,-.3341,-.4173,.3924,.007,.1314,-.1602
3.5,.5,-.8183,.2113,-.9274,.1709,-.6621,.5128
3.5,1.5,-.4676,.5051,-.5455,-.3582,-.9671,-.019
3.5,2.5,.3273,.9449,-.0779,0.,0.,.6367
3.5,3.5,-.4364,.378,.2494,0.,0.,-.4775
3.5,4.5,.1528,-.7416,.2962,0.,0.,.1737
3.5,5.5,-.2182,-.5563,.3273,-.0253,.1614,-.0627
3.5,6.5,-.3819,-.433,.2867,.0121,.2056,-.2188
4.5,1.5,-.7569,.3062,-.7444,.1281,-.7774,.1693
4.5,2.5,-.4325,.5455,-.4129,-.2684,-.8465,-.066
4.5,3.5,.3028,.9354,-.0197,0.,0.,.5857
4.5,4.5,-.4404,.3015,.2752,0.,0.,-.5125
4.5,5.5,.1651,-.7687,.2752,0.,0.,.2102
4.5,6.5,-.2359,-.5698,.2752,-.0338,.2040,-.0735
4.5,7.5,-.4129,-.4395,.2127,.0161,.2575,-.2493
5.5,2.5,-.7191,.3454,-.6326,.1067,-.7692,.0171
5.5,3.5,-.4109,.5614,-.3319,-.2237,-.7676,-.0849
5.5,4.5,.2876,.9269,.0158,0.,0.,.5505
5.5,5.5,-.4425,.2509,.289,0.,0.,-.5309
5.5,6.5,.1738,-.7862,.2596,0.,0.,.2359
5.5,7.5,-.2483,-.5776,.2371,-.0406,.2358,-.0804
5.5,8.5,-.4346,-.4424,.1588,.0194,.2956,-.2668
6.5,3.5,-.6934,.3669,-.5572,.094,-.7464,-.0651
6.5,4.5,-.3962,.5742,-.2774,-.197,-.7138,-.094
6.5,5.5,.2774,.9199,.0396,0.,0.,.5254
6.5,6.5,-.4438,.2148,.2972,0.,0.,-.5418
6.5,7.5,.1803,-.7984,.2476,0.,0.,.255
6.5,8.5,-.2575,-.5825,.208,-.046,.2603,-.0851
6.5,9.5,-.4507,-.4437,.1179,.022,.3245,-.2773
7.5,4.5,-.6748,.3803,-.503,.0856,-.724,-.1151
7.5,5.5,-.3856,.5803,-.2382,-.1794,-.6751,-.0991
7.5,6.5,.2699,.9142,.0567,0.,0.,.5066
7.5,7.5,-.4446,.1879,.3024,0.,0.,-.5488
7.5,8.5,.1852,-.8074,.2382,0.,0.,.2696
7.5,9.5,-.2646,-.5858,.1852,-.0506,.2797,-.0885
8.5,5.5,.6607,.3894,-.4622,.0797,-.7045,-.1481
8.5,6.5,.3776,.5843,-.2087,-.1670,-.6459,-.1021
8.5,7.5,.2643,.9095,.0696,0.,0.,.4921
8.5,8.5,-.4451,.1699,.3060,0.,0.,-.5536
8.5,9.5,.1892,-.8143,.2305,0.,0.,.2812
9.5,6.5,-.6497,.396,-.4303,.0753,-.688,-.1712
9.5,7.5,-.3713,.587,-.1856,-.1577,-.6233,-.1039
9.5,8.5,.2599,.9056,0.0796,0.,0.,.4806
9.5,9.5,-.4455,.1502,.3086,0.,0.,-.557
